"NúmeroCaso","Ano","Data","Hora_UTC","Período","lat_d","lon_d","Estado_Costeiro","Resumo","iso_alpha","iso_num","Navio","Tipo_Navio","Bandeira","Estado do Navio","Distância_Costa(MN)","ÁREA_NAVEGAÇÃO","Classificação_Ataque","N_Criminosos","Armamento","Hijack","Sequestro","N_Sequestrados","Rapto","N_Raptados","Feridos","N_Feridos","Mortos","N_Mortos","MedidasProteção","Alarme","Ajuda_Autoridades","Equipa_Segurança","CIDADELA","Manobra_Evasiva","ValoresRoubados_Navio","Carga_Roubada","OBS","","","","","","","","","","",""
"200","2012","6/1/2012","1:45","Noturno ","6.3223333333333","3.4901666666667","Nigéria","Three armed persons boarded a tanker from a wooden boat. Alarm raised and all crew retreated into the citadel. After four hours the crew emerged from the citadel and found that the robbers had left. No damage and all crew safe.","NGA","566","Ermar","Tanker","Libéria","Fundeado","8","Mar Territorial","ROUBO","3","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","1","0","","","","","","","","","","","",""
"201","2012","6/25/2012","1:10","Noturno ","5.5333333333333","3.5333333333333","Nigéria","Twelve pirates armed with guns in a speed boat boarded a drifting chemical tanker. All crew were made to muster in the mess room  with the Master and C/Engr being allowed to remain on the bridge and engine room  respectively. The tanker was made to sail towards Togo and back. The pirates raided all the crew cabins and stole cash  personal effects and ships cash and disembarked off Escravos Terminal after 45 hours. All crew safe","NGA","566","Withheld","Chemical Tanker","Libéria","Navegar","60","Águas Internacionais","HIJACK/ROUBO","12","Machine Gun","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","","","","","","",""
"202","2012","6/30/2012","5:20","Noturno ","2.6483333333333","6.1583333333333","Nigéria","A container ship adrift awaiting berthing instructions was approached by five armed  pirates in a wooden speed boat with two outboard engines. As the pirates approached the ship they fired at the ship  damaging some bridge windows and equipment. The ship raised alarm activated SSAS started main engines and manoeuvred away from the approaching boat. Non essential crew retreated into the citadel. All crew safe","NGA","566","Anglia","Cargo Ship","Libéria","Navegar","120","Águas Internacionais","NCONSEGUIDO","5","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","","","","","","","","","","","",""
"203","2012","6/30/2012","5:15","Noturno ","2.6666666666667","6.1383333333333","Nigéria","Six pirates armed with guns chased and fired upon the tanker underway. Master enforced anti-piracy measures and managed to evade the boarding. All crew were reported safe and the tanker sustained some damages due to gun fire","NGA","566","Cap Guillaume","Tanker","Grécia","Navegar","136","Águas Internacionais","NCONSEGUIDO","6","Machine Gun","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","","","","","","","","","","","",""
"204","2012","6/30/2012","1:10","Noturno ","4.0283333333333","6.1016666666667","Nigéria","Armed pirates in a boat chased and fired upon the tanker underway from Bonny River. The Nigerian armed naval personnel onboard the tanker exchanged fire with the pirates resulting in the pirates aborted the attempted attack after 15minutes of firing. All crew were reported safe and the tanker sustained some damages due to gun fire","NGA","566","Fair Emris","Tanker","Libéria","Navegar","70","Águas Internacionais","NCONSEGUIDO","6","Machine Gun","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","","","","","","","","","","","",""
"205","2012","8/3/2012","1:20","Noturno ","3.7666666666667","6.6666666666667","Nigéria","Robbers armed with AK 47 approached and boarded an anchored barge. They opened fire on the barge. Two naval personnel were killed and two naval personnel injured. They stole barge properties and cash and kidnapped four crew members before escaping. Incident was reported to Nigerian navy and Bonny Station. Naval personnel were deployed to secure the barge. The four kidnapped crew members were safely released on 23.08.2012","NGA","566","Jascon 33","Barge Carrier","SãoVicente&Granadinas","Fundeado","45","Águas Internacionais","HOMICIDIO/ROUBO","6","Machine Gun","0","1","4","0","0","1","2","1","2","1","0","1","1","0","0","1","0","Os 4 membros sequestrados foram libertados 20 dias depois","","","","","","","","","","",""
"206","2012","9/5/2012","0:53","Noturno ","6.1833333333333","2.9333333333333","Nigéria","A large group of heavily armed pirates boarded a drifting tanker. The crew shut down / disabled all machinery and retreated into the citadel and contacted their owners /CSO for help. Upon receipt of the distress message the IMB Piracy Reporting Centre contacted the Nigerian authorities and foreign naval forces to assist the crew and tanker. The Nigerian authorities despatched a helicopter which located the tanker. A warship arrived at the location and rescued all the 23 crew members and tanker. The tanker was escorted by the warship to a safe anchorage.","NGA","566","Abu Dhabi Star","Chemical Tanker","Singapura","Navegar","15","Águas Internacionais","NCONSEGUIDO","20","Machine Gun","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","","","","","","","","","","","",""
"207","2012","9/9/2012","19:35","Noturno ","6.1505","2.8893333333333","Nigéria","Nigeria Pirates armed with guns chased and fired upon the tanker underway. Master raised alarm increased speed, took evasive manoeuvres and non-essential crew mustered in the citadel. The pirates attempted to board the tanker several times and later aborted the attempted attack due to the evasive manoeuvres from the tanker. No injuries to crew but there were several bullet marks on the superstructure.","NGA","566","Torm Gertrud","Tanker","Dinamarca","Navegar","34","Águas Internacionais","NCONSEGUIDO","6","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","","","","","","","","","","","",""
"208","2012","10/15/2012","11:30","Diurno","3.65","6.2333333333333","Nigéria","Seven armed pirates boarded an anchor handling tug supply vessel underway via a speedboat launched from a mother vessel. They stole crew person al effects kidnapped seven crew members and escaped","NGA","566","Bourbon Liberty 249","Supply Ship","Luxemburgo","Navegar","40","Águas Internacionais","ROUBO/SEQUESTRO","6","Machine Gun","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","","","","","","",""
"209","2012","10/24/2012","20:15","Noturno ","3.9066666666667","5.4183333333333","Nigéria","Robbers attacked barge carrier underway by throwing a hook to the upper deck of the vessel. The vessel made evasive manoeuvres increased speed and avoided the boarding","NGA","566","Baco-Liner 2","Barge Carrier","Libéria","Navegar","47","Águas Internacionais","NCONSEGUIDO","6","UNK","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","","","","","","","","","","","",""
"210","2012","12/13/2012","23:10","Noturno ","4.2666666666667","5.33","Nigéria","Pirates armed with machine guns in a boat chased and fired upon the vessel underway. Master raised alarm, increased speed, sent distress message and all crew except the Master mustered in the safe room. The on board security team returned fire and after around 20 minutes the firing ceased and the pirates moved away. Due to the exchange of fire one security personal was killed and two  sustained injuries","NGA","566","PM Salem","Supply Ship","Honduras","Navegar","25","Águas Internacionais","HOMICIDIO","6","Machine Gun","0","0","0","0","0","1","2","1","1","1","1","0","1","0","1","0","0","","","","","","","","","","","",""
"211","2012","12/17/2012","12:45","Diurno","3.7348333333333","5.6211666666667","Nigéria","Three pirates armed with machine guns attacked and boarded the tanker SP Brussels underway. They stole crew belongings and kidnapped Master, C/0, 2/0, C/E and another crew member and then escaped. The tanker sent SSAS and requested assistance. The tanker and the rest of crew members were unhurt and safe.","NGA","566","SP Brussels","Chemical Tanker","IlhasMarshall","Navegar","40","Águas Internacionais","ROUBO/SEQUESTRO","3","Machine Gun","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","","","","","","",""
"212","2012","12/23/2012","18:45","Noturno ","4.0166666666667","5.2333333333333","Nigéria","Pirates armed with guns attacked and boarded an offshore supply vessel Asso Ventuno underway and kidnapped four crew members. No injuries to other crew members and vessel continued passage to a safe port.","NGA","566","Asso Ventuno","Supply Ship","Itália","Navegar","40","Águas Internacionais","ROUBO/SEQUESTRO","8","Machine Gun","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","","","","","","",""
"213","2013","1/31/2013","20:30","Noturno ","3.7716666666667","5.8183333333333","Nigéria","A product tanker underway noticed three skiffs approaching her at high speed. A suspected mother vessel was observed on radar at a distance of around 1.2nm. As the skiffs closed in the duty officer raised alarm and non essential crew mustered in the citadel. The tanker commenced evasive manoeuvres and headed towards a nearby oil terminal to seek assistance from the naval guard vessels. A further two skiffs were noticed approaching the tanker and all skiffs fired towards the bridge and accommodation. A RPG was also fired but missed the tanker. The attack lasted for nearly one hour before the skiffs broke off. Crew safe but the tanker sustained some damages due to the firing","NGA","566","Olivia II","Tanker","Libéria","Navegar","45","Águas Internacionais","NCONSEGUIDO","16","Machine Gun/RPG","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","","","","","","","","","","","",""
"214","2013","2/4/2013","0:24","Noturno ","6.3193333333333","3.4095","Nigéria","Armed persons with guns approached and fired upon an anchored chemical tanker carrying out STS operations. The response of the onboard naval security team resulted in the armed persons moving away. One crew member died during the medical evacuation due to an injury sustained during the firing.","NGA","566","Pyxis Delta","Chemical Tanker","IlhasMarshall","Fundeado","5","Mar Territorial","HOMICIDIO","6","Machine Gun","0","0","0","0","0","0","0","1","1","1","0","0","1","0","0","0","0","","","","","","","","","","","",""
"215","2013","2/7/2013","6:00","Noturno ","3.6746666666667","5.8853333333333","Nigéria","Around 17 pirates armed with AK47 rifles attacked  boarded and hijacked an offshore supply vessel underway and tried to use it as a mother vessel. The vessel was released on the 11.02.2013 with no injury to crew. Ships stores and equipment were stolen and some communication equipment damaged","NGA","566","Armadas Tugas 1","Supply Ship","Libéria","Navegar","40","Águas Internacionais","HIJACK","17","Machine Gun","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","Navio e membros de navio libertados 5 dias depois","","","","","","","","","","",""
"216","2013","2/7/2013","21:25","Noturno ","2.7833333333333","5.8","Nigéria","Pirates attacked and boarded a general cargo ship underway. They stole crew and ships property and kidnapped three crew members before escaping. On 11.03.2013 the three crew members were released.","NGA","566","Esther C","Bulk Carrier","Reino Unido","Navegar","96","Águas Internacionais","ROUBO/SEQUESTRO","6","UNK","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3 Sequestrados libertados 4 dias depois","","","","","","","","","","",""
"217","2013","2/10/2013","17:30","Diurno","3.5558333333333","6.5898333333333","Nigéria","Twelve heavily armed pirates approached fired upon and boarded an offshore supply vessel underway. Alarm raised and most of the crew retreated into the citadel. The pirates caught and kidnapped the C/Engr and Master and escaped with ships and crew cash and personal effects. On 27.02.2013 the two crew members were released.","NGA","566","Walvis 7","Supply Ship","SãoVicente&Granadinas","Navegar","45","Águas Internacionais","ROUBO/SEQUESTRO","12","Machine Gun","0","1","2","0","0","0","0","0","0","1","1","0","0","1","0","1","0","Libertados 17 dias depois","","","","","","","","","","",""
"218","2013","2/11/2013","5:35","Noturno ","4.1113333333333","6.8761666666667","Nigéria","A general cargo ship underway noticed a speed boat approaching on its port side. The vessel increased speed and made evasive manoeuvres. The speed boat came alongside and pirates attempted to board. Due to the anti piracy measures enforced the pirates aborted attempt and moved away. Weapons were fired at the vessel. The crew and vessel are safe and proceeded to a safe port","NGA","566","SAFMARINE SAHEL","Cargo Ship","China","Navegar","20","Águas Internacionais","NCONSEGUIDO","6","Machine Gun","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","","","","","","","","","","","",""
"219","2013","2/17/2013","7:00","Noturno ","3.9566666666667","5.3466666666667","Nigéria","Armed pirates attacked and boarded an offshore tug underway. They kidnapped six crew members and escaped from the vessel. The remaining 12 crew members were unharmed and were escorted to Port Harcourt. Negotiations took place between the owners and the pirates and on 25.02.2013 the pirates released the six crew members who were reported healthy and unharmed","NGA","566","Armada Tuah 101","Supply Ship","Malásia","Navegar","55","Águas Internacionais","SEQUESTRO","6","Machine Gun","0","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Passados 8 dias os 6 sequestrados foram libertados","","","","","","","","","","",""
"220","2013","2/17/2013","5:15","Noturno ","6.45","3.3833333333333","Nigéria","Robbers in a wooden boat approached a berthed bulk carrier. One robber boarded the ship broke into the forward store and stole ships stores. Duty crew noticed the robber and raised the alarm. The robber escaped with the stolen stores","NGA","566","African Joy","Bulk Carrier","China","Atracado","-","Área Portuária","ROUBO","4","UNK","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","","","","","","","","","","","",""
"221","2013","2/22/2013","18:00","Diurno","3.85","5.95","Nigéria","About six pirates armed with automatic riffles in a skiff launched from a mother vessel chased and fired upon a general cargo ship underway. Master raised alarm,  activated anti piracy preventive measures, increased speed, took evasive manoeuvres and non essential crew took shelter in the citadel. The pirates attempted to board the ship several times and then aborted the attempt due to the hardening measures taken by the ship. Incident reported to MRCC Nigeria. No injuries to crew but the ship sustained some damage due to the firing","NGA","566","KOTA BAHAGIA","Cargo Ship","Singapura","Navegar","30","Águas Internacionais","NCONSEGUIDO","6","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","","","","","","","","","","","",""
"222","2013","3/30/2013","22:45","Noturno ","3.955","6.6833333333333","Nigéria","About 8-10 pirates armed with guns in a small craft approached a drifting product tanker. Duty crew noticed the craft and informed OOW who raised the alarm. The craft stopped for several seconds, moved towards the stern of the tanker and closed in to the starboard ship side underneath the lifeboat. Master raised the alarm, crew mustered and flashed the lights and shouted at the craft. Seeing the crews alertness, the pirates aborted the attempted boarding and moved away while firing on the tanker. Master sailed the tanker farther south away from the shore. The incident was reported to the Nigerian Navy","NGA","566","SEA HERMES","Tanker","Malta","Navegar","52","Águas Internacionais","NCONSEGUIDO","10","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","","","","","","","","","","","",""
"223","2013","4/16/2013","0:12","Noturno ","1.8","6.7666666666667","Nigéria","Armed pirates in a skiff approached and fired upon a tanker underway. Alarm raised, SSAS alert and distress signals activated, fire pump started, crew proceeded to their emergency stations and citadel speed increased and evasive manoeuvres made. After around 20 minutes the skiff aborted the attack and moved away. The tanker and the crew members are safe","NGA","566","CAP THEODORA","Tanker","Grécia","Navegar","174","Águas Internacionais","NCONSEGUIDO","6","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","","","","","","","","","","","",""
"224","2013","4/22/2013","21:40","Noturno ","2.5166666666667","6.8333333333333","Nigéria","Armed pirates boarded a container ship underway. They kidnapped four crew members and escaped. No injuries were reported to the remaining crew members who sailed the ship to Senegal. Further details awaiting","NGA","566","Hansa Marburg","Cargo Ship","Libéria","Navegar","133","Águas Internacionais","SEQUESTRO","6","Machine Gun","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","",""
"225","2013","4/24/2013","22:45","Noturno ","3.85","5.6666666666667","Nigéria","Pirates in a speed boat chased and fired upon a container ship underway. The vessel increased speed and evaded the boarding","NGA","566","BOSUN","Cargo Ship","Antigua&Barbuda","Navegar","40","Águas Internacionais","NCONSEGUIDO","6","Machine Gun","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","","","","","","","","","","","",""
"226","2013","4/25/2013","20:45","Noturno ","4.1666666666667","5.5","Nigéria","Fourteen heavily armed pirates in two boats one supply boat with the name UTAY 8 / UTAI 8 and the other is a speed boat with orange hull and blue wheelhouse approached and boarded a container ship underway. The ship raised alarm and crew took shelter in the citadel. The pirates were able to breach the citadel and they kidnapped the Master, C/O, C/E, 2/E and 3/E and escaped with ships and crew cash. The remaining crew were reported safe","NGA","566","City of Xiamen","Cargo Ship","Antigua&Barbuda","Navegar","45","Águas Internacionais","ROUBO/SEQUESTRO","14","Machine Gun","0","1","5","0","0","0","0","0","0","1","1","0","0","1","0","1","0","","","","","","","","","","","",""
"227","2013","4/26/2013","18:30","Diurno","3.8","4.95","Nigéria","Pirates in a boat attempted to attack a container ship underway. Master raised alarm, switched off all ships lights, altered course and increased speed. The boat chased the ship for one hour and aborted the attempted attack.","NGA","566","CITY OF GUANGZHOU","Cargo Ship","Antigua&Barbuda","Navegar","83","Águas Internacionais","NCONSEGUIDO","8","UNK","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","","","","","","","","","","","",""
"228","2013","5/4/2013","9:40","Noturno ","4.0383333333333","6.915","Nigéria","Seven armed pirates in a speedboat approached a container ship underway. Master raised alarm, increased speed, sent distress message, activated SSAS and non essential crew members mustered in the citadel. The pirates closed in to a distance of 60-70 metres and fired at the ship using automatic guns. At 0953 UTC the pirates aborted the attack and moved away as the distance between ship and boat increased. No injuries to crew","NGA","566","CMA CGM AFRICA FOUR","Cargo Ship","Bahamas","Navegar","28","Águas Internacionais","NCONSEGUIDO","7","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","","","","","","","","","","","",""
"229","2013","5/4/2013","11:35","Diurno","3.825","6.6866666666667","Nigéria","Six to eight pirates in a speedboat chased and fired upon a Refrigerated Cargo Ship underway. Vessel enforced anti-piracy measures and managed to move away. All crew safe but ship sustained minor damage due to the firing.","NGA","566","FRIO ATHENS","Cargo Ship","Vanuatu","Navegar","33","Águas Internacionais","NCONSEGUIDO","8","Machine Gun","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","","","","","","","","","","","",""
"230","2013","5/7/2013","14:58","Diurno","4.7216666666667","8.345","Nigéria","Seven armed pirates in a speedboat approached and fired upon the bulk carrier underway with pilot on board. Master raised the alarm, increased speed, sent distress message activated SSAS and non essential crew members mustered in the citadel. The pirates aborted the attack and moved away when they heard the ships alarm. No injuries to crew","NGA","566","CENTENARIO BLU","Bulk Carrier","Panamá","Navegar","0.5","Área Portuária","NCONSEGUIDO","7","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","","","","","","","","","","","",""
"231","2013","5/24/2013","20:30","Noturno ","3.875","5.4666666666667","Nigéria","Around seven to eight pirates armed with guns in a boat fired upon and boarded a product tanker underway. They stole ships and crew properties, kidnapped five crew members and escaped. The kidnapped crew were later safely released on June 07 2013","NGA","566","MATRIX I","Tanker","Nigéria","Navegar","50","Águas Internacionais","ROUBO/SEQUESTRO","8","Machine Gun","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","Sequestrados foram libertados 13 dias depois","","","","","","","","","","",""
"232","2013","6/2/2013","23:00","Noturno ","6.275","3.345","Nigéria","UNKnown number of robbers attempted to board the anchored ship through the hawse pipe via chain locker and exchanged gunshots with the Nigerian naval personnel onboard. The general alarm was activated and the crew mustered at the designated muster station. The robbers boat eventually left after 20 minutes. No crew was injured and nothing was stolen. No crew were reported injured. There were six bullet hole marks on the forward hull plate but nothing was stolen. The Master raised the alarm and crew were mustered at the designated muster station","NGA","566","RHINO","Chemical Tanker","Singapura","Fundeado","9","Mar Territorial","NCONSEGUIDO","6","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","","","","","","","","","","","",""
"233","2013","6/3/2013","13:15","Diurno","4.7","8.33","Nigéria","Ten armed robbers in two speedboats approached and fired upon a chemical tanker underway with pilot on board. Master raised alarm, mustered all crew and report to the Nigerian Authority. The armed robbers aborted the attack and moved away when the Nigerian Marine Police arrived at the location. All crew safe but tanker sustained minor damage due to the firing.","NGA","566","BLUEGREEN TIGRE","Chemical Tanker","IlhasMarshall","Navegar","0.25","Área Portuária","NCONSEGUIDO","10","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","","","","","","","","","","","",""
"234","2013","6/4/2013","23:00","Noturno ","4.2483333333333","7.7616666666667","Nigéria","Pirates boarded an offshore supply ship underway on standby duties. Seeing the pirates the crew raised the alarm retreated into the citadel alerted other vessels and shore based office by VHF and waited until the pirates had left. On investigation it was found that vessels and crew belongings were stolen. All crew safe","NGA","566","BOURBON ARETHUSE","Supply Ship","SãoVicente&Granadinas","Navegar","18","Águas Internacionais","ROUBO","4","UNK","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","1","0","","","","","","","","","","","",""
"235","2013","6/13/2013","2:15","Noturno ","4.0333333333333","8.0333333333333","Nigéria","While underway two speed boats with 14 pirates armed with pistols and AK47 rifles attacked a tug. Eight pirates boarded the tug, captured four crew members, stole their personal belongings and took them ashore. On 21.06.2013 the four kidnapped crew members were safely released. It is believed a ransom was paid for their safe release","NGA","566","UNK","Tug","UNK","Navegar","30","Águas Internacionais","ROUBO/SEQUESTRO","14","Machine Gun","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","","","","","","",""
"236","2013","7/24/2013","6:10","Noturno ","4.2666666666667","7.9333333333333","Nigéria","Pirates attacked and fired at a Nigeria-flagged anchored product tanker. Exxon Terminal security staffs responded to the incident security  and the pirates moved away. The vessel sustained damage from gunfire. Crew received minor injuries. Two suspected pirates remained in hiding aboard the ship until their later discovery when they jumped overboard. Later the vessel returned to Lagos Port safely","NGA","566","Loulou","Tanker","Nigéria","Fundeado","19","Águas Internacionais","NCONSEGUIDO","8","Machine Gun","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","","","","","","","","","","","",""
"237","2013","7/30/2013","12:45","Diurno","3.5166666666667","6.0833333333333","Nigéria","A gunboat claiming to be a Nigerian navy boat called a chemical tanker on VHF and asked details of vessel cargo last and next ports. This information was passed to the gunboat. After around 15 minutes the gunboat approached the vessel at high speed and demanded that the vessel be stopped and boarding permitted. Master informed that he would not be stopping as the area was high risk for piracy attacks. The gunboat threatened and followed the vessel for 20 minutes and then fired two shots in the air. Master immediately raised alarm over VHF and requested ships in the vicinity to relay its message to port control which was not responding to its calls. On hearing the VHF alarm the gunboat moved away","NGA","566","HIGH JUPITER","Chemical Tanker","China","Navegar","45","Águas Internacionais","NCONSEGUIDO","8","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","","","","","","","","","","","",""
"238","2013","8/10/2013","23:05","Noturno ","6.3","3.4333333333333","Nigéria","Robbers in a small skiff approached an anchored product tanker. Master raised the alarm, all crew mustered and the armed guards on board fired warning shots resulting in the skiff moving away. - Raised alarm, crew mustered and onboard securityteam fired warning shots.","NGA","566","UNK","Tanker","Libéria","Fundeado","7","Mar Territorial","NCONSEGUIDO","6","UNK","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","","","","","","","","","","","",""
"239","2013","8/12/2013","2:30","Noturno ","6.3166666666667","3.45","Nigéria","About 11 pirates armed with guns boarded and hijacked a chemical tanker at anchor. They stole crew personal belongings and caused minor injuries to crew members. On the 13.08.2013 the vessel was released and safely arrived at Lagos anchorage. Ship hijacked, crew personal properties stolen, minor injuries to crew. Incident reported to RCC Lagos and Nigerian Navy operations centre","NGA","566","SP ATLANTA","Chemical Tanker","IlhasMarshall","Fundeado","6.5","Mar Territorial","HIJACK/ROUBO","11","Machine Gun","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","Navio foi libertado passado 24h","","","","","","","","","","",""
"240","2013","8/15/2013","2:40","Noturno ","6.26","3.25","Nigéria","About 8 - 10 robbers in a speedboat tried to place a hook to the tankers railing. They were spotted by the crew and alarm was raised. Other ships were informed on VHF Radio. The boat moved away. Local authorities were informed and a naval patrol arrived at the location and conducted a search. - Alarm raised. Incident reported to RCC Lagos and Nigerian Navy operations centre","NGA","566","BLUEGREEN TIGRE","Chemical Tanker","IlhasMarshall","Fundeado","7","Mar Territorial","NCONSEGUIDO","10","UNK","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","","","","","","","","","","","",""
"241","2013","9/4/2013","14:15","Diurno","4.1833333333333","5.5666666666667","Nigéria","A speedboat approached a chemical tanker underway with intent to board. The 2/O raised the alarm, alerted the crew and made evasive manoeuvres to prevent the boarding. The pirates tried to board the vessel using hooks attached to a rope. The on board security team fired warning shots at the boat and the pirates retaliated by returning fire. Facing resistance the pirates aborted the attempt to board the vessel. - Raised alarm, Crew alerted, evasive manoeuvres and onboard security team fired warning shots. Incident reported to RCC Lagos Nigerian Navy Operations HQ","NGA","566","SAMPATIKI","Chemical Tanker","Libéria","Navegar","25","Águas Internacionais","NCONSEGUIDO","6","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","1","0","1","0","0","","","","","","","","","","","",""
"242","2013","10/3/2013","6:45","Noturno ","4.2","6.9333333333333","Nigéria","While at anchor, duty A/B on board a tanker informed the bridge that one skiff with six persons was approaching the vessel. As skiff approached alarm raised, and all crew entered the citadel. The robbers boarded the vessel as their accomplices fired upon the vessel. Bonny signal station informed. After a while when no noise was heard the crew came out of the citadel, inspected the vessel and found the robbers had left the vessel. Vessel sustained damage due to the gunfire from the robbers. Nothing was stolen and no injuries to crew. Later, a navy patrol boat arrived at location","NGA","566","MALPENSA","Chemical Tanker","Malta","Fundeado","0.1","Área Portuária","NCONSEGUIDO","6","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0","0","","","","","","","","","","","",""
"243","2013","10/22/2013","23:00","Noturno ","4.3088333333333","6.2343333333333","Nigéria","Armed men stormed a boat off Nigerias coast and took hostage two mariners believed to be U.S. citizens. Pirates kidnapped the captain and chief engineer from a U.S.-flagged oil platform supply vessel. Louisiana-based Edison Chouest Offshore, which owns the vessel, did not immediately respond to requests for comment. The captain and chief engineer were released in early November 2013, nearly three weeks later","NGA","566","C-Retriever","Supply Ship","EUA","Fundeado","0.1","Área Portuária","ROUBO/SEQUESTRO","6","Machine Gun","0","1","2","1","2","0","0","0","0","0","0","0","0","0","0","1","0","2 Sequestrados foram libertados passadas 3 semanas","","","","","","","","","","",""
"244","2014","1/2/2014","0:02","Noturno ","0.98333333333333","8.3833333333333","Nigéria","Five pirates boarded a drifting gas carrier. Alert crew raised the alarm and blew the ships horn resulting in the pirates escaping. OOW reported that there were a few tugboats and unlit fishing vessels without AIS in the vicinity.","NGA","566","SUPER LEAGUE","Tanker","Singapura","Navegar","55","Águas Internacionais","NCONSEGUIDO","5","UNK","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","","","","","","","","","","","",""
"245","2014","1/29/2014","21:15","Noturno ","4.3433333333333","5.2916666666667","Nigéria","On January 29th, 2014, PSV Cee Jay liner was attacked by pirates and boarded off the coast of Bayelsa State. The Pirates kidnapped the Master and Chief Engineer and robbed the crew. They left the vessel around midnight","NGA","566","PSV Cee Jay","Supply Ship","Nigéria","Navegar","29","Águas Internacionais","ROUBO/SEQUESTRO","6","UNK","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","","","","","","",""
"246","2014","1/30/2014","3:30","Noturno ","4.0401666666667","5.5063333333333","Nigéria","Tug Lamnalco Hawk was attacked and boarded by 3 pirates on Jan 30 at 0430 LT, in Pennington Terminal area, Bayelsa State. Crew managed to lock themselves in citadel engine room?, evading violence. Pirates left the vessel, probably after ransacking","NGA","566","LAMNALCO HAWK","Tug","Chipre","Fundeado","37","Águas Internacionais","ROUBO","3","UNK","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","","","","","","","","","","","",""
"247","2014","2/5/2014","23:30","Noturno ","3.7666666666667","6.4","Nigéria","Watchmen on a drifting tanker sighted a skiff with six persons armed with rifles approaching the vessel and looking for a way to board the vessel using a rope and hook. Alarm raised and SSAS alert activated. Seeing crew alertness the pirates aborted the attempt and moved away. Prior to the skiff approaching a vessel was noticed, via radar, stopping around 2nm from the tankers position.","NGA","566","SUEZ VASILIS","Tanker","IlhasMarshall","Navegar","30","Águas Internacionais","NCONSEGUIDO","6","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","","","","","","","","","","","",""
"248","2014","2/6/2014","9:55","Diurno","4.0166666666667","5.0166666666667","Nigéria","Eight armed pirates in a speed boat chased a chemical tanker underway. The vessel raised alarm, made evasive manoeuvres, sent distress message and activated the SSAS alert. The pirates manoeuvred alongside the vessel, and boarded using a long ladder. The crew cut off the power in the ship and retreated into the citadel. After around five hours the crew emerged and noticed the pirates had used sledge hammers to break into stores and cabins. Ships communication equipment was also destroyed. The crew managed to start the emergency generators and other necessary machinery, informed the owners and sailed the vessel to Lagos.","NGA","566","CHER","Chemical Tanker","Panamá","Navegar","75","Águas Internacionais","ROUBO","8","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","0","","","","","","","","","","","",""
